Treatment_logFC	Ancestry_logFC	P.Value	gene	SE
-0.063175479	0.422500604	4.95E-05	ENSG00000008394	0.09562792
-0.175117968	-0.047125664	0.345562334	ENSG00000008405	0.124330992
-0.152145699	-0.062267855	0.436903939	ENSG00000008513	0.127612475
0.157724885	-0.261598583	0.015107595	ENSG00000008517	0.105739972
-0.005694574	-0.029110089	0.943434557	ENSG00000008710	0.086909093
-0.067503401	0.077061478	0.133764782	ENSG00000008838	0.051080405
-0.460323829	-0.432725594	7.58E-07	ENSG00000008853	0.117826469
-0.237969107	-0.169152812	0.015669769	ENSG00000008869	0.100835573
-0.1004104	0.021421171	0.026426238	ENSG00000008952	0.037815719
-0.055044159	-0.077309323	0.009393536	ENSG00000008988	0.030533903
-0.010972428	-0.030044033	0.599624789	ENSG00000009307	0.03121827
0.024201958	0.029514395	0.867780495	ENSG00000009335	0.071435874
0.175531586	-0.062153367	0.07533215	ENSG00000009413	0.082000026
-0.123870916	-0.090035783	0.288366542	ENSG00000009780	0.096841412
0.032959382	0.052581429	0.86879541	ENSG00000009790	0.116853681
-0.124147425	0.106688242	0.32302116	ENSG00000009830	0.109376003
-0.025235818	-0.15493654	0.027636664	ENSG00000009844	0.05835607
0.035406769	0.001295341	0.824008562	ENSG00000009954	0.056842799
-0.107360748	-0.089654532	0.214218907	ENSG00000010017	0.079389628
-0.004768298	-0.29601083	0.115555159	ENSG00000010030	0.142640334
0.105122559	-0.020989494	0.603711746	ENSG00000010072	0.106977955
-0.127518135	-0.022013986	0.156921351	ENSG00000010165	0.067069566
0.055463008	-0.018953831	0.734220201	ENSG00000010219	0.074737483
-0.022107356	-0.09159274	0.020221026	ENSG00000010244	0.033308909
-0.060185195	0.064017316	0.054104544	ENSG00000010256	0.03618561
-0.151072929	-0.022697081	0.114234137	ENSG00000010270	0.073187255
-0.182701182	-0.382748816	0.001591668	ENSG00000010278	0.117613714
-0.105331373	-0.043994112	0.129014891	ENSG00000010292	0.056114767
-0.161256017	-0.029521397	0.264343782	ENSG00000010295	0.100431498
-0.412833046	-0.008514726	0.000942852	ENSG00000010310	0.110329798
-0.320842824	-0.199066986	0.013015881	ENSG00000010318	0.127656357
0.016291928	0.080055595	0.536118757	ENSG00000010322	0.073076243
-0.144192477	-0.008987987	0.023300585	ENSG00000010404	0.052439877
0.080439788	0.114073471	0.396920245	ENSG00000010539	0.102449243
-0.088495278	-0.304720059	0.040254728	ENSG00000010626	0.124977461
-0.005533546	0.139603434	0.198300675	ENSG00000010671	0.077678195
-0.071794938	0.048250308	0.788191165	ENSG00000010704	0.126008728
0.100528417	0.05747045	0.477818168	ENSG00000010803	0.095072358
0.040281835	-0.422884516	0.003723808	ENSG00000010810	0.126955331
-0.102407531	0.27207206	0.015684917	ENSG00000010818	0.100999315
-0.074154252	-0.10134203	0.377056752	ENSG00000010932	0.089668534
0.09590035	0.023941478	0.349645755	ENSG00000011007	0.068016948
-0.041971834	0.039793649	0.573279021	ENSG00000011009	0.054918944
-0.214454689	-0.160369852	0.043230684	ENSG00000011021	0.10645416
0.086127996	0.068459081	0.394315777	ENSG00000011114	0.080386444
-0.121449954	-0.131721354	0.186121326	ENSG00000011132	0.097407417
-0.108156805	0.000757478	0.597492884	ENSG00000011143	0.106706171
-0.09790956	-0.029042192	0.678660194	ENSG00000011198	0.115937758
-0.197760646	0.342231265	0.000752838	ENSG00000011258	0.10427425
-0.033598124	0.03808435	0.681207765	ENSG00000011260	0.058088575
0.040253935	-0.053417184	0.587335191	ENSG00000011275	0.065017086
-0.0263464	0.138057594	0.175103599	ENSG00000011295	0.075361413
-0.036318771	0.007077007	0.445375187	ENSG00000011304	0.028740616
-0.2098296	-0.179664578	0.010553671	ENSG00000011376	0.091109138
-0.030817343	-0.051067403	0.765763718	ENSG00000011405	0.081448814
0.074846576	-0.073515079	0.716014709	ENSG00000011422	0.129038877
-0.177806169	-0.071023983	0.085602483	ENSG00000011426	0.08610201
-0.004374033	0.029368674	0.948768512	ENSG00000011451	0.091776063
0.018865573	-0.029086503	0.873162332	ENSG00000011454	0.066768962
-0.018458699	0.149188404	0.377787773	ENSG00000011478	0.107969068
0.110513261	-0.100780949	0.423115305	ENSG00000011485	0.114583886
-0.047347678	0.049885456	0.84030236	ENSG00000011523	0.117207902
0.048105552	-0.199488215	0.169783874	ENSG00000011566	0.109231781
0.03419805	0.027469295	0.830157473	ENSG00000011590	0.071653636
-0.066476893	0.023299126	0.738533938	ENSG00000011638	0.090758169
-0.053189622	-0.206082128	0.000318468	ENSG00000012048	0.052604046
0.077104235	-0.156711814	0.075033974	ENSG00000012061	0.076891618
-0.068518255	-0.198226964	0.000206324	ENSG00000012124	0.05043624
-0.142147107	-0.164217415	0.156329982	ENSG00000012174	0.112426686
0.188318592	0.042325028	0.221762629	ENSG00000012211	0.111125173
-0.110238568	0.042335842	0.502782052	ENSG00000012232	0.101038576
0.006042116	0.103546227	0.208251616	ENSG00000012660	0.058424968
-0.03640677	-0.13126659	0.217774636	ENSG00000012779	0.077870147
0.06965794	0.143633391	0.365888899	ENSG00000012822	0.112408182
-0.04953542	0.04068168	0.594968243	ENSG00000012963	0.063066049
0.120095663	0.049323483	0.343189634	ENSG00000012983	0.088589184
-0.028908064	0.073899641	0.166752126	ENSG00000013275	0.041790368
-0.086380538	0.16400279	0.123242338	ENSG00000013288	0.090855934
-0.023044314	-0.088330879	0.070211296	ENSG00000013306	0.039260125
-0.0044055	0.051436674	0.676465514	ENSG00000013364	0.058359671
0.116769726	-0.259804934	0.000138093	ENSG00000013374	0.067388303
-0.136877769	0.102606557	0.201492488	ENSG00000013375	0.095930887
-0.220996772	-0.139821008	0.075904311	ENSG00000013392	0.11482643
-0.059352289	-0.069952321	0.253509859	ENSG00000013441	0.055056634
-0.111694108	-0.076774005	0.477180982	ENSG00000013503	0.111195959
-0.190853309	0.013411433	0.245895203	ENSG00000013523	0.114374464
-0.17120309	-0.04488184	0.214339347	ENSG00000013561	0.100717819
-0.021260921	0.041537511	0.755944956	ENSG00000013573	0.062519407
-0.071298242	0.010695921	0.205863897	ENSG00000013810	0.040338191
-0.097070638	0.023771161	0.358500164	ENSG00000014123	0.069843242
0.082383915	0.040650701	0.310873091	ENSG00000014138	0.059832947
-0.010257581	-0.026281865	0.962243709	ENSG00000014164	0.101613727
-0.063715669	0.015327686	0.520698153	ENSG00000014216	0.057357843
-0.066556321	-0.148363703	0.001689125	ENSG00000014641	0.045061596
-0.010377413	-0.149112113	0.11181076	ENSG00000014824	0.071308154
-0.073144231	0.050667075	0.39329755	ENSG00000014919	0.065289132
-0.005893594	-0.054674316	0.686442048	ENSG00000015133	0.063314614
-0.015816222	-0.080617822	0.576038764	ENSG00000015153	0.078154875
-0.002594728	-0.061399638	0.761801776	ENSG00000015171	0.083364136
0.047503898	0.017738631	0.801594846	ENSG00000015285	0.076093606
0.067644079	-0.019081611	0.459200832	ENSG00000015475	0.056331387
-0.084165634	-0.325084579	0.043683124	ENSG00000015479	0.134022148
-0.014230454	-0.029072567	0.941110681	ENSG00000015532	0.092772548
0.070038865	0.189009252	0.004380114	ENSG00000015676	0.060791358
0.160598892	0.158207363	0.074246203	ENSG00000016391	0.098500692
-0.119769879	0.166105753	0.016502817	ENSG00000016864	0.071564408
-0.014839622	-0.032073125	0.826003738	ENSG00000017260	0.056932391
0.031468373	0.179963513	0.40927308	ENSG00000017427	0.136753256
0.004233758	0.119374984	0.286157921	ENSG00000017483	0.075487967
0.14707545	-0.010588257	0.119570835	ENSG00000017797	0.071500507
0.108897067	0.053811555	0.574038937	ENSG00000018189	0.115126394
-0.210690809	-0.09724224	0.146830907	ENSG00000018408	0.118225202
0.031551593	-0.085624984	0.350578573	ENSG00000018510	0.063108719
-0.00184947	-0.120234448	0.347759677	ENSG00000018610	0.082762557
0.052954148	0.106599108	0.272049358	ENSG00000018699	0.073541407
0.034965956	-0.065831886	0.051109152	ENSG00000019582	0.030258217
-0.159599262	0.129871635	0.004958462	ENSG00000020129	0.063148718
0.11786009	-0.156769796	0.084568361	ENSG00000020256	0.088515495
-0.077790112	0.025313297	0.630742017	ENSG00000020426	0.085438139
0.226584525	-0.179715153	0.061153986	ENSG00000020577	0.122786056
0.202418727	-0.004246128	3.00E-08	ENSG00000020633	0.033757442
-0.033041477	-0.093570043	0.299143395	ENSG00000020922	0.063668868
0.149560937	-0.140513673	0.228443236	ENSG00000021355	0.119963282
-0.020637881	-0.008854217	0.97158077	ENSG00000021574	0.093394436
-0.020879067	0.093852666	0.313917614	ENSG00000021776	0.063192576
-0.044201791	-0.01933715	0.594339384	ENSG00000022277	0.047008585
0.180177839	0.284424851	0.083130239	ENSG00000022556	0.150605474
-0.259518353	0.003253946	0.088774393	ENSG00000022567	0.117978294
0.021084625	0.067329344	0.470232793	ENSG00000022840	0.057233688
-0.039381563	-0.038307209	0.746010482	ENSG00000023041	0.071520959
0.541335555	-0.03271855	0.000148729	ENSG00000023171	0.128802273
-0.013397778	-0.149297789	0.125155666	ENSG00000023191	0.073430497
0.011693832	0.034917373	0.732777393	ENSG00000023228	0.046445359
0.042506643	-0.008155473	0.868277792	ENSG00000023287	0.081591243
0.121193482	-0.009858666	0.058234664	ENSG00000023318	0.050812098
0.045727382	-0.169035826	0.033875891	ENSG00000023330	0.067290421
0.37989143	-0.008788399	1.47E-14	ENSG00000023445	0.046576607
0.143374372	-0.063842229	0.0570759	ENSG00000023516	0.065623157
0.151053053	-0.102013047	0.130911205	ENSG00000023572	0.090681158
0.061085973	-0.201636091	0.135468277	ENSG00000023608	0.105638894
-0.03268555	0.034067312	0.834752706	ENSG00000023697	0.078874861
0.025916919	0.058696574	0.313909432	ENSG00000023734	0.041822093
-0.031928757	0.091115083	0.137210302	ENSG00000023892	0.048362315
0.04520957	-0.012110163	0.49685521	ENSG00000023902	0.039398798
-0.045148552	0.111669062	0.337273336	ENSG00000023909	0.081925182
-0.10392982	-0.107052076	0.285696783	ENSG00000024048	0.093984159
-0.07781305	-0.120526947	0.222217774	ENSG00000024526	0.082457272
0.08856572	0.007421074	0.674946141	ENSG00000024862	0.100287224
0.045476597	0.128238043	0.407093935	ENSG00000025039	0.101379854
0.140249913	0.086726265	0.199368485	ENSG00000025156	0.091553788
0.10540527	0.046696683	0.116971085	ENSG00000025293	0.055348961
0.060338802	0.100158321	0.645142509	ENSG00000025434	0.124727485
0.205201106	0.146886632	0.001218363	ENSG00000025708	0.068384338
0.042205511	-0.096710397	0.22087369	ENSG00000025770	0.06078105
0.043999205	-0.022953056	0.752789976	ENSG00000025772	0.066011401
-0.067916684	0.067723919	0.220089935	ENSG00000025796	0.055186432
0.062455997	-0.041745543	0.282900601	ENSG00000025800	0.047244806
-0.049965314	0.23215766	0.000224291	ENSG00000026025	0.057671108
0.206703671	-0.04643847	0.008042843	ENSG00000026103	0.068112753
-0.146058658	0.068691747	0.006647871	ENSG00000026297	0.050840842
0.325094004	0.123472958	7.88E-14	ENSG00000026508	0.043692594
0.150265592	0.005442199	0.000545453	ENSG00000026751	0.038369058
-0.143212134	0.020992286	0.376270033	ENSG00000026950	0.103718232
-0.01510393	0.034776336	0.926265176	ENSG00000027001	0.097265516
0.206402424	0.115775019	0.262939147	ENSG00000027075	0.144543978
0.128586241	-0.067492924	0.275547181	ENSG00000027697	0.090743429
0.124033853	0.109510579	0.155744201	ENSG00000027847	0.085491522
-0.13017951	0.026303416	0.59008772	ENSG00000027869	0.129686689
0.082898438	0.169399805	0.180487177	ENSG00000028116	0.101702279
-0.066806072	-0.154862877	0.008791705	ENSG00000028137	0.054440131
-0.049389325	-0.074840798	0.309536126	ENSG00000028203	0.058265304
0.257835781	0.216620359	3.68E-15	ENSG00000028277	0.040148807
0.017522284	-0.041100153	0.803604378	ENSG00000028310	0.06773251
-0.046751946	-0.033047247	0.610657137	ENSG00000028528	0.05736788
0.109262199	-0.066958866	0.271292861	ENSG00000028839	0.079576127
0.054773333	0.12354563	0.037379542	ENSG00000029153	0.052376378
0.08115602	-0.006743869	0.17292231	ENSG00000029363	0.043261822
0.044017907	0.057256719	0.584500331	ENSG00000029364	0.069440655
-0.299392111	0.07574593	0.068701145	ENSG00000029534	0.133716354
-0.138886247	-0.124788271	0.159230965	ENSG00000029639	0.097091996
0.115384896	-0.189617884	0.000655101	ENSG00000029725	0.057841152
-0.037728184	-0.046951096	0.582219857	ENSG00000029993	0.05762952
-0.023449891	-0.02487491	0.854105775	ENSG00000030066	0.060607751
-0.008487546	0.060848908	0.710148236	ENSG00000030110	0.074357618
0.029049295	-0.131241046	0.014206664	ENSG00000030419	0.04588734
0.02525073	0.086780564	0.096401431	ENSG00000030582	0.041456283
-0.010393585	0.046654916	0.831349783	ENSG00000031003	0.078819815
0.322382867	0.21807332	6.49E-05	ENSG00000031081	0.087937533
0.100507738	0.108566575	0.320861839	ENSG00000031691	0.097855544
-0.065710963	0.016600398	0.261592841	ENSG00000031698	0.041215343
0.078895938	-0.105642637	0.132624498	ENSG00000031823	0.065726986
-0.192977445	0.014891703	0.100437802	ENSG00000032219	0.090301483
-0.021569886	-0.224421847	0.003798948	ENSG00000032389	0.067271061
-0.021393713	0.017996826	0.923069192	ENSG00000032444	0.070116889
0.044261948	-0.247488594	0.098758146	ENSG00000032742	0.117060463
0.111375462	-0.078484194	0.546667776	ENSG00000033011	0.124581235
0.026131311	-0.099983449	0.502349097	ENSG00000033030	0.088297806
0.119406303	-0.038391546	0.069411669	ENSG00000033050	0.054231418
0.01834759	0.331487385	0.004180924	ENSG00000033100	0.100115363
-0.045304357	-0.042879987	0.688872391	ENSG00000033170	0.072002834
0.036155422	0.093746556	0.275480281	ENSG00000033178	0.062351436
-0.090748542	-0.14648089	0.399020907	ENSG00000033327	0.126914281
-0.096483466	0.022716351	0.276236403	ENSG00000033627	0.061798278
0.048284135	-0.171146883	0.06374578	ENSG00000033800	0.075855027
-0.150319178	0.040905083	0.221888392	ENSG00000033867	0.089952298
0.000329442	0.053271292	0.760502005	ENSG00000034152	0.072011171
-0.052184338	0.055909811	0.092898286	ENSG00000034510	0.034880317
-0.169875974	0.063034275	0.300826264	ENSG00000034533	0.11729116
0.151226789	-0.065264296	0.080728875	ENSG00000034677	0.073516062
-0.02565903	-0.036683619	0.887859283	ENSG00000034693	0.091596826
-0.058154706	-0.043625951	0.471323137	ENSG00000034713	0.058987288
-0.016187807	0.100860082	0.637197959	ENSG00000035115	0.107885421
0.079574484	0.087600629	0.051029424	ENSG00000035141	0.048125251
-0.134591276	0.004427909	0.426932778	ENSG00000035403	0.10333524
-0.216540485	-0.129030278	0.009810428	ENSG00000035499	0.082473398
0.003302188	-0.496601168	0.000870444	ENSG00000035664	0.132041484
0.024735551	0.014480746	0.917996627	ENSG00000035681	0.06907247
0.029338977	-0.073481745	0.40272624	ENSG00000035687	0.058725691
0.043976717	-0.090997999	0.503268711	ENSG00000035720	0.086548924
0.068199713	-0.045194212	0.336677975	ENSG00000035928	0.055508178
0.149270217	-0.102529227	0.202339997	ENSG00000036054	0.101691325
-0.064106252	-0.101638309	0.093684911	ENSG00000036257	0.054888415
0.035995666	-0.09854159	0.383740589	ENSG00000036549	0.07598001
-0.224445005	-0.003748283	0.118127908	ENSG00000037042	0.108626912
0.099796356	-0.005198361	0.356563018	ENSG00000037241	0.069564173
0.092695086	-0.022155726	0.246071529	ENSG00000037474	0.056878826
0.028367357	0.046550021	0.804802872	ENSG00000037637	0.082528266
-0.187204367	-0.005507763	0.175758265	ENSG00000037757	0.100448922
0.082153726	0.033557217	0.664803854	ENSG00000037897	0.098075662
-0.014444566	-0.138815276	0.371870641	ENSG00000038002	0.099258878
0.066360031	0.09840055	0.175818363	ENSG00000038210	0.063357254
0.099722688	-0.038493711	0.223284152	ENSG00000038219	0.061775985
-0.00310325	0.018698776	0.950263984	ENSG00000038274	0.059361627
0.037376424	0.08463794	0.497684193	ENSG00000038382	0.078146515
0.064309494	0.036894821	0.698629503	ENSG00000038532	0.087348234
-0.027977963	0.275449921	0.095337946	ENSG00000039068	0.12789357
0.145612204	-0.087293221	0.073463212	ENSG00000039123	0.074438471
0.105277868	-0.08319313	0.419331709	ENSG00000039319	0.10222749
0.196725412	0.088753639	0.139501211	ENSG00000039523	0.108499621
-0.111341927	0.136381442	0.039561386	ENSG00000039650	0.069386529
-0.02616221	-0.166002093	0.314708685	ENSG00000040199	0.110533018
-0.026491786	-0.098737725	0.397362498	ENSG00000040275	0.075121485
-0.096201408	-0.007063716	0.556946439	ENSG00000040341	0.089170502
0.19043817	-0.259591549	0.002495248	ENSG00000040487	0.093101629
0.227931699	0.019237161	0.104705232	ENSG00000040531	0.107631832
-0.076646665	-0.050091407	0.349001208	ENSG00000040633	0.062827218
0.13967659	-0.120605213	0.017211063	ENSG00000040933	0.064792709
0.032260303	0.06809957	0.102980155	ENSG00000041357	0.034925911
0.060510872	-0.000722529	0.625909056	ENSG00000041802	0.062458023
0.182609717	-0.074559278	0.178477577	ENSG00000041880	0.106564816
0.037734508	0.054014053	0.800855085	ENSG00000041988	0.098679064
-0.028688216	-0.19644311	0.010162619	ENSG00000042088	0.065282456
0.00078333	0.056688792	0.631178964	ENSG00000042286	0.059029937
-0.033425563	-0.013974953	0.88423303	ENSG00000042429	0.072865075
-0.092947349	-0.093592117	0.399819684	ENSG00000042445	0.09715871
0.178114801	0.354504911	8.41E-06	ENSG00000042493	0.081348816
-0.047320737	0.062308964	0.219908823	ENSG00000042753	0.044904397
-0.097513603	0.132197859	0.068515171	ENSG00000043093	0.071091023
0.361630374	0.2443015	5.82E-10	ENSG00000043143	0.06585598
-0.031941731	0.061982176	0.822008603	ENSG00000043462	0.111883221
0.026524434	-0.027794176	0.93560285	ENSG00000043514	0.10583798
0.136971044	0.146179226	0.170898406	ENSG00000044090	0.106264566
-0.074269963	-0.074150544	0.129913256	ENSG00000044115	0.051593718
0.077810835	-0.00608983	0.723130679	ENSG00000044446	0.097090808
0.036508341	-0.456018777	0.005196715	ENSG00000044459	0.1410218
0.025019209	0.033712271	0.581523995	ENSG00000044574	0.039957863
-0.051730244	-0.157539934	0.32613763	ENSG00000046604	0.110674091
0.062697352	0.184605998	0.157507511	ENSG00000046647	0.101246162
0.186716726	0.237449831	0.000312665	ENSG00000046651	0.074613954
-0.099006527	-0.150477022	0.244351922	ENSG00000047056	0.107048496
0.152159377	0.117869507	0.115117247	ENSG00000047188	0.092247574
0.056352879	0.077369512	0.642495393	ENSG00000047230	0.101553817
0.000578572	0.12292346	0.220364538	ENSG00000047249	0.070637963
-0.08964299	-0.016543915	0.660338715	ENSG00000047315	0.10004435
-0.144629245	-0.030143438	0.185268929	ENSG00000047346	0.080314597
0.125718622	0.089660694	0.305773961	ENSG00000047365	0.1000512
